30000,10000.0,13.3
30000,100000.0,4.1
30000,1000000.0,3.7
60000,10000.0,11.2
60000,100000.0,7.0
60000,1000000.0,6.3
120000,10000.0,8.7
120000,100000.0,5.9
120000,1000000.0,9.4
240000,10000.0,16.8
240000,100000.0,10.6
240000,1000000.0,21.2
480000,10000.0,33.2
480000,100000.0,22.1
480000,1000000.0,38.7
960000,10000.0,60.2
960000,100000.0,64.1
960000,1000000.0,80.5
1920000,10000.0,122.7
1920000,100000.0,119.5
1920000,1000000.0,103.0
